accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G)
-0.12975005,1.033695374,0.080591985,2.060175636,-1.26721757,0.145651919,1.510903292,-2.802265272,-1.432340736,2.069001948,-1.305491788,0.207087976,0.118767048,-0.034738845,-0.241379338
0.792221685,0.92642109,-0.032691317,1.519106474,-1.385537452,-0.290337363,2.197794865,2.461692384,-1.293636983,1.361572992,-0.496458287,-0.255090382,0.910695966,0.043112936,0.345196946
-0.399143864,1.076241866,-0.187828874,2.243745077,0.567130534,1.086004584,1.660297133,2.416094851,-1.328377262,2.079421387,0.615135423,1.103141849,-0.574324276,-0.251206996,-0.287883747
-0.092760898,0.617295312,-0.183676395,-3.780833032,1.837751164,0.667504597,-2.855861094,3.13588138,-1.154567253,-3.26834969,2.140256939,0.208720981,-0.126549157,-0.045434691,-0.563560982
0.032945699,0.879993222,-0.181215113,-2.927081671,-0.180813943,1.225519764,2.318745997,-2.783425854,-1.408193706,-2.936303751,-0.278613909,1.107360521,0.12754353,0.259797182,-0.553318162
0.277905601,0.981933671,-0.018313474,0.87454183,-0.008170592,-0.409819221,-1.632353438,-1.234559492,-1.463888747,0.826159985,0.136338733,-0.334327217,0.506140158,-0.074536659,0.254344061
-0.114708519,0.231868843,-0.30619559,-0.96478573,1.400815335,1.430426292,0.415170543,-2.952946313,-1.077431652,-1.038737735,1.495805101,1.496292383,-0.065103992,-0.569354568,-0.712143181
-0.113751533,0.884089719,-0.213739529,2.804027371,-0.680568593,0.671478691,2.93014774,2.372163299,-1.285880453,3.046283991,-0.191961523,0.740188994,-0.553137474,-0.175489198,-0.293223067
-0.017166088,0.671673937,-0.288377706,-2.755254372,2.083106128,0.906097846,1.070337693,-2.557439821,-1.196561121,-2.617395422,1.882655049,0.964298708,0.276119729,-0.10990232,-0.652308285
0.079931497,0.719674057,-0.225355547,0.855330876,-8.0702359,0.475918965,2.94713816,3.013187866,-1.522552209,0.995264511,0.586811659,0.761785773,0.057804114,-0.427044301,-0.556622204
0.174146712,0.908287301,0.205401251,2.288140633,-1.988108243,1.16700192,2.640955888,0.271568023,-1.478391718,2.238037848,-1.723155973,1.302265645,0.271215863,-0.069988234,0.210816153
0.664470575,1.484994083,-0.614541979,-2.83116823,4.185305913,0.469159091,-1.023728613,-1.396115878,-1.363191561,-3.202403692,4.278863997,0.376122504,0.61377209,0.781978907,0.304296497
0.348726099,1.130083618,0.624713972,-3.801789267,0.546970868,0.382509989,-0.050117683,-0.874643274,-1.436728351,-3.990310936,0.392714065,0.299301087,0.411863635,0.464103745,0.550208576
-0.212944587,1.002498835,0.022902228,1.924965152,-0.528420184,-1.11263969,-0.931334669,1.901126903,-1.47961426,1.727340571,-0.560727885,-1.090249655,-0.384933722,0.005787596,0.297089238
0.354978517,2.363652087,-0.11911337,-1.891828339,2.490249884,3.433392385,-2.840818446,2.693362923,-1.493867924,-2.040142669,3.081374636,3.548727885,-0.026929174,0.852503428,-0.062202755
-0.133720495,0.133785924,-0.113710487,-1.116751946,0.749837623,-0.312427105,2.792067869,2.242140934,-1.092211034,-1.19651055,1.005643787,-0.258376212,-0.506235701,-0.675144966,-0.433519054
-0.496132159,1.174969105,-0.242181726,3.088827373,-1.458716036,-0.776360136,2.765808709,2.138354243,-1.306865702,3.108915805,-1.273634607,-0.794149922,-0.757629294,0.620415071,-0.329025751
0.290684082,0.408503108,0.354302202,-2.895344122,2.634319247,0.896706177,2.592346784,1.860057978,-1.090615058,-2.696903161,2.815408936,0.781166176,0.610453145,0.23965862,0.493016672
0.413157717,1.408160415,0.048317595,-1.606826994,0.039678897,0.858872148,1.751111772,-0.663918357,-1.328637003,-2.305567732,0.171576843,0.84664678,0.704325272,0.485432839,0.351753667
0.248259628,1.412215163,-0.039176209,-1.154021701,2.429651834,1.492220145,-1.369503955,-1.505605475,-1.364640112,-1.148277527,2.639275424,1.667535608,0.520987726,0.257691129,0.13611801
0.130050978,0.77361595,0.236421167,1.532042237,-1.492373142,-0.067541729,-1.681140536,-0.383311132,-1.433989795,1.640462392,-1.775022363,0.210606891,0.432219087,-0.167312666,0.41435398
0.08518852,1.174541106,0.086868362,2.097298624,-0.297357828,-0.207323886,-2.089034933,-0.314251422,-1.366235733,3.000489269,-0.286152212,0.356149471,-0.042331843,0.103682851,0.270379219
0.228876943,1.013841548,0.280285711,0.569558431,-0.911787139,-0.266850523,0.245193452,-0.585908983,-1.293344615,0.786803269,-0.784716578,-0.253140992,0.073616931,0.071524155,0.607163932
0.053522104,0.867637462,-0.224689971,2.150888512,-0.679428579,-0.146036195,2.577680025,1.983967229,-1.417244936,1.830332527,-0.665138973,-0.134229773,-0.28770338,-0.045243515,0.111018262
0.055651254,0.959717985,-0.187347773,-2.284070579,2.800515932,0.646400561,-1.825809494,2.704535332,-1.135263094,-2.564620839,3.390052968,0.402261104,-0.073089785,0.124767465,-0.507583622
-0.610722737,1.998639839,-0.089344223,-2.331749907,3.488618235,0.576014892,1.194261035,-2.514004009,-1.342761229,-2.502923769,3.535552395,0.576744412,-0.546122274,0.834514505,0.133274451
-0.441123207,1.483885002,-0.394374572,-2.728335035,0.211405274,0.577036424,-0.858487463,-0.964994425,-1.439620859,-3.754551704,0.772050524,0.569938564,-0.131258742,0.341026214,0.044027139
0.027533869,1.144123577,-0.211650399,0.985690795,-0.466630795,-0.423568283,-1.728355371,2.935682143,-1.325234759,0.748298658,-0.856044806,-0.445568083,0.133840186,0.123064113,-0.381805224
-0.019693813,0.369543009,-0.161092252,-3.748079555,2.79781894,-1.617243451,-1.990508523,-2.858571623,-1.041940135,-3.921270774,2.544118739,-1.602761221,0.120569825,-0.285319997,-0.687857137
0.314030996,1.532607745,0.216398848,0.210220294,-0.532377174,0.54814245,0.040213193,-0.733486683,-1.234524551,0.530277772,-0.192051256,0.456548398,0.641485016,0.490022074,0.464188937
0.720637584,1.267541509,0.124587968,0.620188418,-0.533836871,-0.178363225,-0.021258802,-0.696167725,-1.292932634,0.73122106,-0.941741056,-0.028734657,0.609724318,0.21002378,0.303016983
0.01126853,0.543824288,-0.475054359,1.084590364,-9.216657699,-0.194545405,0.987402219,-2.828050086,-1.26310663,1.040210077,-8.891526853,-0.288999596,-0.040598546,-0.25493434,-0.78109522
-0.084365637,0.129360878,-0.230751583,0.154645067,1.035335327,0.026321521,-2.132448781,-2.805402071,-1.038279801,0.409940082,0.877567051,0.089047912,0.209135653,-0.685520119,-0.733744712
-0.271847818,0.143366267,0.036081826,-1.132298878,0.929478195,0.799479565,-1.979751327,2.237242713,-1.095359785,-1.105388784,0.920623084,1.003221958,-0.727405604,-0.62324808,-0.321190193
0.076498586,0.708491327,-0.67159868,3.679583348,-2.923029532,-0.074270418,-2.502868438,2.965853144,-1.325299684,3.584304871,-2.876961034,-0.015129212,-0.167783979,-0.218610376,-0.255765649
-0.014845501,1.205057293,-0.287263637,1.868355496,-1.532982591,-0.01537438,-2.783537677,-1.865619562,-1.441958619,1.922631185,-1.515034241,-0.040248799,0.104644412,-0.00193477,-0.798157706
-0.480272462,1.821600439,-0.103536786,1.3995036,-0.85876095,0.484602109,1.585207103,2.062861443,-1.203936184,1.59362965,-0.341099732,0.504973388,-0.872842276,1.24158958,-0.104485618
0.12668856,1.175363788,0.071996495,2.385950571,-0.217486373,0.185110428,-0.788189042,-0.624927601,-1.294334211,2.488021333,0.329202157,0.341207292,0.154219459,0.036959044,0.440675928
-0.229705808,0.215800725,-0.303691716,1.023933839,1.031469938,0.068557323,-2.396462435,2.556511552,-1.107034871,1.006962836,1.086575688,0.171089609,-0.331762231,-0.763891442,-0.5666507
0.181504841,0.875536765,0.215682643,2.068932595,-1.682178708,0.231990494,1.327997608,0.149804309,-1.415314124,2.058754729,-1.906068786,0.224667679,0.260555523,-0.076700628,-0.448624188
0.088172357,0.548912468,-0.01865924,1.02133234,-6.661430453,-1.499012853,2.861360602,2.314907517,-1.43092159,1.107373786,-8.616892038,-1.529594857,0.102168947,-0.436175587,-0.405094456
0.040472161,0.817270702,-0.023924002,0.56909835,2.824792602,-0.448446981,-2.348305326,-2.590068534,-1.222010598,0.034001395,2.663558063,-0.612490803,0.124134393,-0.116869405,-0.362363472
-0.199971906,0.812013875,0.23137461,2.080894336,-1.160710638,-1.76332257,3.089981066,-2.910829025,-1.275377647,1.960950363,-1.178147551,-1.512443366,-0.093581107,-0.052917409,-0.223593997
0.021100829,0.893511383,-0.04566379,1.843969592,-1.243900218,-0.365594978,1.846541674,-2.207158485,-1.479129277,1.849478241,-0.938209834,-0.397469448,0.047914789,-0.191890469,-0.302242277
-0.38215897,0.220451114,-0.035125147,0.31715352,3.235176684,-1.45768965,2.883485185,1.984716049,-1.074410141,0.440067481,3.092798485,-1.58518844,-0.913148403,-0.680396569,-0.371491575
0.009840867,1.09173,-0.056199398,-0.379530121,1.030228317,0.977114235,3.123920571,2.378547207,-1.212222761,-0.235644191,0.748104316,0.952021861,0.128891126,0.677198214,-0.494041116
0.180281302,1.479992726,-0.044235299,-3.393037535,1.312634873,1.268675456,-0.820845951,2.01487059,-1.288427417,-2.823454847,1.35543182,0.819212693,0.155623161,0.534862739,-0.400699101
0.698241651,1.452406962,0.223577633,-0.607704621,-1.236417009,0.853747357,-3.01801336,-0.621745119,-1.242805459,-0.370132713,-1.153649553,0.658866233,0.71896496,0.540822232,0.606105553
-0.051493669,0.1412349,-0.395165502,-1.102273613,-0.142599212,0.118117983,0.35705692,-2.830794776,-1.0251322,-0.916796645,-0.082047653,0.048441172,0.148283738,-0.662297782,-0.907096468
0.253463822,0.919944035,0.125089292,3.253674753,-2.662598381,1.129067897,-0.065115683,-2.56804135,-1.299277848,3.397984549,-3.400523695,0.752987002,0.313035538,0.070811592,-0.108530051
-0.17821012,0.796513969,0.832994797,2.321599269,0.884800898,-2.047226348,2.908859568,-2.869034964,-1.122881074,2.139168243,0.899069151,-2.071237707,0.080494712,-0.715352049,-0.338991438
-0.572385285,1.007342036,0.070383607,-3.418570355,1.278009471,1.05624462,-1.473003055,-2.471163611,-1.201885664,-3.178107814,1.214765117,0.853724096,-0.478230222,0.276635605,0.127552638
0.255549084,1.03253473,0.217672977,-2.412294385,1.206110288,-1.099015664,1.202865706,-2.813336475,-1.186599122,-2.663204161,1.477412666,-1.006934603,0.269333063,-0.02695255,-0.797890243
0.044544361,0.990161978,0.021528326,0.002978324,0.053678969,-0.020145332,-2.841022167,2.700887131,-1.461522353,0.015953106,0.049069379,-0.031558668,-0.052552873,-0.012645282,0.032831807
-0.690666175,0.998747977,0.081472412,2.818631826,0.538780959,-0.678965621,0.975098841,-2.726872752,-0.116225127,2.512702739,1.182513146,-0.574593549,-0.081083527,0.71989064,-0.609479333
0.32354214,0.770700766,-0.014227426,2.748555598,-3.240942706,0.522350086,1.346750518,-2.402214501,-1.486780783,2.657322706,-3.970084119,0.453800467,0.351048757,-0.251611684,-0.110671119
-0.207484951,0.040713904,-0.159108618,2.083144654,-0.058752807,0.57914053,2.867396521,2.278873978,-1.130280925,2.12890694,-0.250824718,0.548655331,-0.615520208,-0.901498029,-0.421727111
0.499973086,1.370892268,0.018967223,0.771354652,-0.940468443,-0.704140385,-1.534904072,-0.368904684,-1.345062737,0.76982245,-1.067005149,-0.563806202,0.342506486,0.4743382216,0.272377048
0.046190915,1.021081545,0.311943616,1.937628937,-1.393487061,-0.195649312,2.796124768,-0.445221266,-1.269553773,2.508655359,-1.094463181,0.235894324,-0.040161761,-0.067492818,0.687341354
0.321399415,1.165312925,-0.174245323,2.756697691,-2.011766946,-0.467020742,0.97771711,-2.165801146,-1.379122616,2.775247817,-1.572280582,-0.380109193,0.208206221,-0.046526418,-0.246848485
0.509848628,1.588442511,3.055352078,-3.288860984,3.77825164,0.421379278,-2.866164733,-2.888356292,-1.181165579,-3.444061965,3.26265334,0.508914224,0.047546607,-0.040611133,0.447141572
0.354108236,1.427918694,0.253436523,-3.302301129,0.477921577,0.438285814,-0.587376662,-0.50737069,-1.237941618,-3.466596853,0.493679675,0.442759578,0.194060418,0.378784681,0.476848043
0.113881671,1.344656616,0.410012986,-2.450761189,-0.41897171,1.407369991,-0.751240574,-0.595139669,-1.343523252,-2.379822274,-0.269342811,1.522199074,0.458452905,0.41548933,0.573455049
0.317278879,1.458315361,0.539348734,-2.588326837,0.300679633,0.239076705,-0.738615508,-0.789947875,-1.312318153,-2.886569755,0.141956144,-0.036764179,0.826195098,0.398180609,0.870594178
0.366412334,0.800760506,0.082062421,1.344352491,-1.056183106,-0.549562025,-1.061275338,-1.298889113,-1.49199011,1.299144224,-1.177209404,-0.488531605,0.46488372,-0.161698705,-0.025941174
-0.501178595,1.158052011,0.128197439,-3.890147701,3.609223919,0.472734983,-0.311596659,-2.834844286,-1.307657389,-3.817769824,2.904106664,0.608001585,0.067726818,0.871180006,-0.129085991
-0.09790775,0.122316115,-0.377148471,0.257495393,0.6824710142,-0.438109609,-0.20030935,-2.845630931,-1.087139361,0.473741442,-0.881151946,-0.640615772,0.072002651,-0.759716943,-0.810940991
0.103010946,1.43143232,0.041952176,-4.677411834,0.897466887,-0.518441257,-1.747462034,-1.023460317,-1.329797947,-4.725980798,0.730084024,0.156580503,0.024403548,0.35378843,0.04655
0.058627471,2.564946452,1.288139442,-0.726655194,1.327263534,0.142392628,-2.133023856,-2.799116397,-1.209553389,-0.731820114,1.58340565,0.112372125,0.00999552,1.461026478,1.384776055
0.234015336,1.096413855,0.563919757,1.662595696,-1.336040967,-0.036994284,-1.565435043,2.665106024,-1.04339694,1.913360856,-1.692100554,0.062000436,0.359765022,0.65927989,0.090462327
0.22134294,1.456945719,0.346279223,0.009483374,-1.122236475,-0.045560321,2.300472573,0.36991718,-1.241410568,-0.215352149,-0.957412155,0.174507639,0.215241455,0.487376472,0.656965855
0.032819547,0.084376208,-0.297848375,-0.375541815,1.124438745,-0.2574703,2.978398147,-2.825541857,-1.03125843,-0.542161333,0.843656333,-0.109006195,0.164735117,-0.65245294,-0.767604144
-0.005090844,1.075466955,0.070546263,1.895555846,0.157950649,-0.711384713,-1.702228452,2.751822341,-1.556938121,1.747956595,0.079826209,-0.762019144,-0.015231361,0.088488141,-0.023825293
0.549181758,1.336990852,-0.029229547,0.080680308,-0.232949865,-0.249491624,-2.179884612,-0.704581358,-1.296313883,-0.066650664,-0.370328211,-0.238796523,0.668065518,0.324288076,0.170519666
-0.366411084,0.904130418,-0.246326036,-2.734318159,2.332890275,0.028476342,-1.697517966,-2.795376449,-1.155623133,-2.97522191,2.178755081,-0.051316387,-0.027246262,0.050233981,-0.530788056
1.161295906,2.256562904,1.315048651,1.007120293,0.000863265,-1.416041752,-2.675466452,2.779975858,-0.03524211,0.006896464,-0.008033559,-0.01001467,0.223460481,0.08457185,1.566335059
0.226257625,1.14860984,0.132025523,0.364343403,-0.432789483,-0.400725602,-2.075692846,-2.911602736,-1.28755095,0.460288663,-0.513726578,-0.414599823,0.265331682,0.13697188,-0.175175925
-0.166861198,1.065257703,0.155476061,1.946429779,-0.914092748,-0.09800838,1.534411523,-0.49310653,-1.452111634,2.028690947,-1.159671183,-0.066965251,0.019830371,0.102207312,0.212664053
0.166920835,0.8379603,0.041908729,1.832857151,-1.957303818,-0.607615573,-2.659535897,2.694936175,-1.454720954,1.969230225,-1.922188396,-0.552104031,0.138165066,-0.148747275,0.059453577
0.792758008,1.14457852,0.543023728,-0.923791621,2.763608535,1.021443128,-1.778875786,2.864344411,-1.128706418,-1.000342282,3.014152862,0.885179899,-0.239570319,0.724980174,-0.580455393
0.107800365,0.957585231,-0.53167593,0.79172576,-4.22626255,-0.592507799,-2.790615303,2.895888158,-1.387376952,0.79051041,-4.169810742,-0.586874146,-0.163938439,-0.205564025,-0.213206118
-0.440198709,1.457396655,-0.306954247,-1.225888484,2.515577963,0.832840431,2.930019714,-2.754474352,-1.283063964,-1.395741656,2.729747405,1.03177989,-0.187817859,0.134779257,-0.776857117
-0.393282063,0.584289841,-0.192507215,-2.004153238,-0.327139172,0.122999559,1.66599912,2.020477352,-1.226226227,-2.442125988,-0.215762819,0.099047331,-0.824314204,0.248848319,-0.082732481
-0.247788762,0.934989856,0.247912627,1.775339366,2.791800001,-1.578546048,-2.310399252,-2.644506001,-1.304042542,1.839272203,2.750365509,-1.694237955,0.055244009,-0.089316338,-0.184655686
-0.515992003,1.828929437,0.127588986,1.299107293,-2.446625391,-0.730928596,2.704859414,2.251158166,-1.531354199,1.130746173,-1.926901893,-0.773548098,-0.469039206,1.124972432,-0.102317427
-0.174512587,0.578809717,0.131267237,1.792328324,-1.022589691,-0.474936698,2.519355534,1.928087569,-1.488290384,1.829535662,-0.843636772,-0.499163686,-0.497337029,-0.329559042,0.003249713
-0.249826305,0.728073786,0.030956698,-4.13768463,2.377388965,-0.684893604,-0.794154465,2.099893201,-1.275178243,-4.112763667,2.615846393,-0.681376685,-0.929104514,0.176123798,-0.066556871
-0.240213331,0.170697724,-0.294613008,-1.177415236,1.17261201,-0.16540862,-2.740134597,2.546801251,-1.031424216,-0.956002548,1.028009882,-0.150706381,-0.358507094,-0.591616506,-0.744470907
0.26404026,0.764290678,-0.120939164,2.627043506,-1.749710557,-0.486398552,-1.506765639,2.821726916,-1.477187787,2.876601752,-1.292826931,-0.270730316,-0.041106542,-0.060974552,-0.174490713
0.408516489,2.145606241,1.285282156,1.502353921,0.314589301,1.034475657,3.098442578,2.617803672,-1.165072535,1.713388536,0.291894066,0.8795625,-0.488167751,0.482785392,-0.789379035
-0.081978819,1.426965229,0.252200258,-2.387664418,0.30546591,0.786283494,-2.99490993,-0.621674461,-1.30438467,-2.369304153,0.344195114,0.84634134,0.390655045,0.526774764,0.376728887
0.047359984,1.022880274,0.068488835,0.222842863,0.211904766,-0.050322658,1.416790294,-0.46190626,-1.449637609,0.222343637,0.219493313,-0.052602623,0.107640477,0.005108474,0.088665738
-0.153435391,0.78246021,-0.282604551,1.766781769,-2.269714784,0.306467413,1.992506488,2.44210102,-1.438028952,1.620239064,-1.99355883,0.384820286,0.616753248,-0.236335291,0.106472626
0.405917519,1.179626774,-0.064721269,3.292611801,5.616399159,-2.439336467,3.00343251,2.063401238,-1.453563176,3.271554818,6.581087434,-2.318367978,-0.456384328,0.306139762,0.009258904
-0.015897653,1.436468059,0.320847573,5.583521208,-0.61336857,0.52357826,-0.568676965,-0.660614723,-1.326082942,4.464510576,-1.885345685,0.716913986,0.094961937,0.602656189,0.580065073
0.120919009,0.984877745,0.036652735,0.019804044,-0.001171825,0.028618505,2.822340159,1.943414486,-1.549727585,0.024830903,0.009324932,0.056636628,0.005848523,-0.001372927,-0.007355348
0.500335132,1.322832294,0.079423729,2.600236698,-2.56990756,-1.246294584,0.240281447,-0.502997643,-1.401562773,2.742459974,-2.638520301,-1.262885569,0.39893362,0.258779998,0.305089297
0.197556466,1.625162398,-0.155710973,-2.917941499,-0.122182851,0.615643907,-2.693505265,2.973661048,-1.42286038,-3.16329243,1.243157072,0.572905872,0.136440842,0.440675345,-0.260179992
-0.289262559,2.196158548,1.928037597,0.130130753,0.463540683,-0.029475034,0.784359088,-2.819253684,-1.129905083,0.038936675,1.100415322,0.003199896,-0.272431454,1.028564351,1.506861231
0.038986035,1.194622581,-0.16956151,3.222363817,-2.572941574,0.154358533,-1.127406191,-2.988641599,-1.507968303,3.652227124,-2.266584554,-0.084359993,0.141215393,0.147317985,-0.34858268
-0.172936608,0.193832976,-0.116401905,-2.128835878,0.504446629,3.445323974,2.80374208,2.223427427,-1.097516036,-2.219101824,0.61595929,3.590461992,-0.520956258,-0.661097081,-0.396592091
0.153800796,1.245063275,-0.223765154,-2.926763441,0.715776682,-0.411815367,0.101249532,-1.612762495,-1.217812176,-2.760136108,0.549891067,-0.146173221,0.064349069,0.933693455,-0.75433271
-0.028451297,0.080960986,-0.345328275,-0.260144253,0.853117613,-0.051857438,-1.259165117,-2.90172142,-1.022861201,-0.204961192,0.662519342,-0.130604104,0.044064316,-0.887137167,-0.8504429
-0.021981584,1.217746972,-0.151315619,0.283531275,-6.074446737,-1.278138132,-1.099846695,2.901553285,-1.477786489,0.390105045,-5.564096788,-1.285676241,-0.234111404,-0.323088601,-0.3522981
