accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G)
0.087567134,0.995912418,-0.235788594,-3.229873998,4.477438723,2.104715074,0.154326789,-2.697257511,-1.380435438,3.182212898,-0.171954874,0.079951838,0.154350514,-0.406182866,-0.768737188
0.087961881,1.177955659,-0.096437527,-0.580785693,-2.224497145,-1.200227737,-3.098612495,-1.825691164,-1.484078678,1.627802685,-1.567764645,-0.220371675,0.178592777,0.05738046,0.081261778
-0.732784539,1.764457988,0.119261063,-0.118009751,-1.772179932,0.644034838,-0.864959896,-2.901330397,-1.309328509,-0.360151072,3.304800662,2.262972376,0.178839532,0.249180441,-0.078170409
0.465725477,1.344912907,1.083926507,-0.584136522,3.200578458,0.997900219,2.289089584,-2.647968874,-1.344507163,-4.935674062,-0.399974785,-0.921540447,0.379607015,1.758548076,0.071674311
-0.21572114,1.156400792,0.209819337,-3.377386808,2.005988816,1.817661438,-3.141573428,2.805705887,-1.273847723,0.753460306,3.754139922,1.410369836,0.075323955,-0.883781658,-0.737367404
-0.239945217,0.06585524,-0.341000189,-2.435648508,2.658869165,0.942564629,1.033785481,-2.58399243,-1.03971424,-2.792680965,0.590745609,1.107737437,-1.036185111,-1.05454971,-0.422708856
-0.18285282,0.505485609,-0.229951036,-0.607023627,1.047478907,0.76977124,-2.628365084,-1.212707506,-1.220482817,0.463471569,1.247785451,-0.332182266,-0.011638126,-0.319455058,-0.431347305
0.072165425,1.311833499,0.48302548,1.613645781,-0.918722612,-1.007074899,-0.675961057,2.365499721,-1.167282002,-5.175152004,-1.325067196,0.47186145,0.301754585,-0.028614288,0.393619959
0.205485196,1.244709627,-0.421443378,3.237376385,-1.70429273,-0.003696392,-1.922374525,-0.252577013,-1.286599907,-0.053909643,0.955200405,0.085723552,0.129817578,0.122874649,0.549319639
-0.127571445,1.922498736,-0.171225302,-2.519640654,2.993851881,0.850034628,1.000190014,-3.114537878,-1.20058846,-2.247927313,0.666247589,0.270742274,0.114202525,-0.282588622,-1.487730609
0.061147282,1.000829812,0.18955461,0.888654829,-2.599085768,0.002762454,0.811283608,-1.253027495,-1.552081791,0.711623427,-1.560950258,3.014281142,0.797755617,-0.439905789,-0.16176368
-0.206730221,0.468554463,-0.109443364,-1.261179508,0.705097655,0.186789404,2.645123321,2.793189187,-1.152038918,1.845689793,-0.833137709,-0.783414895,-0.493661079,-0.577795138,-0.864429724
-0.131718874,1.349808295,-0.576524093,2.185034364,1.661184568,-0.036042805,-0.261556741,0.446288096,-1.206143438,2.718258887,-4.047874972,0.006905717,1.250951093,-1.433956046,-1.628388371
-0.130344423,0.272441112,-0.575363371,-1.23192351,0.442545053,0.8731812,0.617285051,-2.613326535,-0.993606934,-0.766520764,3.955358879,0.852475115,0.108984298,-1.109910411,-0.617092608
0.255385708,1.345961814,-0.936731476,0.329653118,-2.369901413,-1.959996556,-1.509560751,-2.880259597,-1.28196323,0.404238784,3.096887077,0.320558054,-0.415263441,0.322636811,2.345549037
0.20095118,1.379613738,0.537409628,-1.082160209,-0.039451694,-1.234723448,2.678886962,2.177743861,-1.185207319,-0.005785814,-0.288347625,0.419052629,0.493114787,0.960404563,0.266329745
-0.056260581,0.441912874,-0.039882383,0.247648617,-2.001829844,0.02951335,-1.780885399,2.830888209,-1.555789781,2.148376856,-1.35410441,-0.28232754,0.049068768,0.011636833,-0.071249475
-0.128289668,0.863129091,0.373301239,1.883801665,1.852544392,-0.524088009,0.101140511,-2.382991856,-0.888270987,0.080777953,0.635090566,0.461163651,0.365514068,-0.222794414,0.444491038
0.012731802,1.572658151,0.242618434,3.047563611,-1.794299354,0.089350454,-1.30091631,-0.280053737,-1.36134506,1.816855248,-0.910985258,0.101265926,0.472575109,0.673691128,0.717193204
0.196180953,1.091733527,0.380186274,-0.364022876,-2.971255176,1.913358023,-0.849283632,1.424780494,-1.42399943,0.610655881,-1.173391545,1.031367133,0.103380511,0.70765102,-0.686734214
-0.079772249,1.250932369,-0.519138723,1.101409901,-0.265999411,-2.094220959,-2.248489831,2.423830809,-1.518986969,2.007436479,1.424837856,-0.40236892,-0.267497649,-0.68856563,2.141340699
1.285532025,2.169111494,-0.966417591,0.14902444,0.410530295,1.194657089,2.915761979,2.574672693,-1.351866627,-3.725357703,3.464049041,0.018833402,-0.189258863,0.453090077,0.215384653
-0.965696453,1.453055405,0.368825621,-0.563313843,1.09470322,0.695870173,-3.141573428,-1.825331863,-0.670314659,-4.047165497,2.24254299,-0.220147746,0.565110537,0.551386133,0.171973488
0.296162602,0.589153975,-0.034265624,0.451314631,3.861256386,0.00116172,-0.406600783,-0.234220066,-1.556448741,0.603485609,0.008222712,-0.465446292,0.713185415,-0.489812006,-0.260167475
-0.082177791,1.427133864,0.063781185,0.258310857,0.721103157,-1.923165014,-1.090463406,-0.58900449,-1.115585332,0.591515452,-0.637864947,4.217591112,0.723398548,0.043501901,0.407474857
0.602400716,1.300096577,0.200546314,1.168533315,4.306056726,-1.576886176,-3.141573428,2.77315118,-1.241978831,1.550267676,1.521097253,-0.928981205,-0.051904403,-0.167703696,-0.643280691
-0.21444888,1.719870186,-0.227274235,1.152159563,-1.151864993,0.101076041,-2.630801422,-2.756723582,-1.219763886,1.450528424,-0.878438085,-0.171266411,0.000621909,-0.101138753,-0.138080834
0.145059687,1.158130979,0.124241382,-3.439969797,-1.740083098,0.763490947,2.32251618,-0.976715431,-1.378987415,0.740947529,-4.290455741,-3.456408396,0.34481023,0.932590495,-1.53392769
-1.215720348,-0.098071043,-0.435040742,0.377870301,1.047574773,1.562811281,0.566546323,-3.141548502,-1.136512444,-1.847238176,0.489194939,1.220550332,-0.138969738,-0.607271762,-0.240785486
0.027857917,0.464862023,-0.161094359,0.486573168,0.528530536,0.148227544,-0.210562985,-1.553758311,-1.469656648,2.847852494,-3.848553426,0.741949979,-0.061569709,-0.209060309,0.200682
-0.062113843,1.271122349,-0.200883763,-0.236918895,0.30359055,-1.440906396,0.371336495,-0.293404372,-1.096985193,1.845273486,-0.443641047,-0.454949341,0.173191412,-0.143771541,0.089803857
0.117501537,1.350865679,0.08550345,2.934447514,-2.224993588,1.187048178,1.34569053,-0.817453451,-1.328936916,1.827913244,-0.024161884,4.452404226,-0.294322556,0.234231475,0.188371028
-0.583137163,1.642448407,0.004677121,1.160015536,-0.944619494,-0.137263931,2.442408976,2.614056644,-1.156246021,1.354542919,-1.137455542,-2.610211397,0.432530939,-0.450861952,0.222202717
-0.292707152,0.365715927,-0.015026962,1.210101587,-1.981119043,0.240945617,0.812453157,-3.064192987,-0.933212966,-3.663359188,-2.516877485,-1.440508938,-0.409513515,0.589841757,-1.107684195
0.341267528,1.386916161,-0.785840719,-4.588763922,-0.666268391,-1.10315374,2.843805812,2.993810309,-1.182047829,-3.168660226,3.542255753,-0.811056416,-0.45103749,0.669743079,-0.838145656
0.274896896,1.284614185,0.177555246,-3.462106034,2.538420934,-0.410969764,-3.06533234,2.340142499,-1.212097539,-1.744920135,-2.910048774,-0.858244321,-0.547355915,0.539022059,1.250840258
0.107974861,0.537186534,-0.20013888,-0.191029089,-0.470011168,0.164069045,3.141590136,-2.496459836,-1.502917253,1.259894924,1.003473109,-0.184141271,0.743051438,0.203443157,-0.521133784
0.294321902,0.766725891,0.473642584,-0.558021595,-0.367995011,0.126827192,3.016649786,-1.677279346,-1.438222409,-0.853620695,-1.955744408,1.921342343,-0.197181663,0.095374564,0.021550152
-1.031370241,-0.25691676,0.014068738,0.018293618,0.541627839,0.079116262,-2.863702162,-2.61170149,-0.919547012,1.703315547,0.506250274,-0.605704653,0.066566859,-1.464512398,-0.564094135
-0.088923682,0.861325568,0.077553528,-0.178545326,-2.792054093,-0.179074377,-1.444969744,-0.539429824,-1.239208616,-1.307581243,-1.430113825,-0.388621909,0.152340266,-0.404912814,-0.070515196
0.118843494,1.801772959,0.146130595,1.174856623,-0.893449851,-0.689300424,0.195707337,-2.626111002,-1.354238093,0.912656022,-1.822936311,-1.048168432,0.187808825,0.404595078,0.749411483
0.20367781,1.078693579,-0.014862568,-0.870536073,-0.15456688,0.130494621,0.582621593,-3.004171951,-1.130869566,-1.124188461,0.67096136,-0.141756526,0.744394398,-0.351374393,-0.194074168
0.237154045,0.304758021,0.383765191,0.952639236,-2.261295231,-0.214909731,-0.450288835,3.030565713,-1.508992373,0.947040049,-0.537358656,0.600813499,0.211998018,0.80631625,-1.410114614
-0.007610196,0.860384601,-0.145228575,0.828189725,1.959097352,0.398174928,-1.09799804,2.826843901,-1.402150778,1.93663165,-1.084488762,-1.312140191,-0.596149262,-0.563694957,0.198290285
0.51016909,0.947196096,0.147638077,-3.223607516,0.07287178,1.05680003,1.756490153,-2.76445906,-1.454456453,-0.316058616,7.349971446,2.060646368,-0.03738097,0.258485395,0.058662633
0.163181502,0.70643492,0.304974377,0.792025537,-1.732997319,0.211977877,-1.046937097,2.557937924,-1.418347689,-0.26171361,-1.1064486,-0.243278063,-0.155805456,-0.599958815,-0.05832476
-0.448542536,1.418440833,-0.855585963,-0.072410061,-0.715222073,0.164283643,-0.354591906,1.811005723,-1.173578716,0.422446497,0.30250894,-0.107378314,0.169284342,0.836599047,0.590204649
0.015214615,1.14447788,0.375913092,-7.109458084,3.673416317,0.068011999,-3.141573428,-1.647633141,-1.2113341,2.362234574,-0.543113075,3.367300853,0.017254641,-0.114469898,-0.014645412
0.168076525,0.181010639,1.585022107,-4.10145048,1.682497887,0.203815983,0.390601428,-2.963668406,-1.224718972,1.395817041,0.901909439,0.347027251,0.081280243,0.798737786,-0.256636727
0.311424609,-0.234346242,-0.511678546,0.159293685,-0.559759174,-0.198303188,0.273832517,1.753760904,-1.181190937,-0.213055015,-0.031216885,0.628832304,-0.790971447,0.268086724,0.703828759
0.122721948,1.530023875,-1.010563528,4.943049835,-0.611216303,-0.13097389,0.342516024,-1.243401881,-1.409827846,-1.549241646,-0.066658388,0.878895408,-0.132031556,-1.11463703,0.462741599
-0.127032335,0.302500865,-0.173894241,-0.308810405,-0.191564006,0.202074146,-2.024442079,-3.141548502,-1.144871564,-2.212771573,0.943760299,0.233545673,-0.014508723,-0.946497864,-1.242862576
0.595706009,1.337597013,0.061264737,7.084688187,-1.751217449,1.0764582,-1.10734567,-1.608147224,-1.569539894,-0.192992669,-0.61852158,0.203417574,0.020725536,-0.828877865,0.034350681
-0.051501407,1.162505613,0.222438764,1.82980195,-0.78830166,-0.26315686,0.665768555,-0.342512822,-1.391173463,0.747655587,-3.490506317,-0.219694288,0.261432337,0.123225806,0.585910802
-0.452021529,0.555981807,-0.261523253,-0.2788046,-0.010689287,0.092179234,0.890595962,-2.5300873,-0.924490858,-1.288206135,-1.953525328,-0.082636828,0.327451424,-0.004785871,-0.299072346
-0.033806509,1.080197658,-0.202807619,-0.843288985,-1.971384167,-1.360146227,-1.728993002,1.326565234,-1.452794646,1.930976589,0.967799085,-0.76590588,-0.052518724,0.22818413,-0.379175849
0.087609343,1.249682657,-1.99992772,0.113433488,0.301350465,-0.111260862,-1.587204917,-2.764909004,-1.253129145,-0.212208331,-0.467789482,0.264732709,-0.375850559,1.135404029,-0.697622966
-0.943504914,1.240792794,0.207163712,-2.497895054,1.587414541,1.325836273,-2.586758871,-0.488774779,-1.507194539,-5.106881215,-3.860325085,-0.052862747,0.338792798,-0.039102981,0.545789794
-0.366884457,1.322930571,-0.10715669,-0.004160596,0.211926269,0.353167658,2.88997173,2.58243533,-1.273054639,0.099959624,-3.018231961,-0.303232959,-0.05216492,-0.684845404,1.614668099
0.062109774,0.98377159,0.110187938,0.112660471,0.099496274,0.29751907,-1.480037022,-0.739270235,-1.569539894,2.766321873,-2.350239264,0.018411212,0.310684245,-0.439756509,0.028347316
-0.031242086,1.521033467,-0.360124413,-1.565037789,1.79529897,-1.312863506,3.141590136,2.173541551,-1.287692751,-3.900114496,0.469377019,-0.280931393,0.36450895,0.670792714,-0.474352987
-0.421164465,1.966402379,0.353832681,-0.133353226,-0.129518152,0.428035461,0.677074685,-2.973135518,-0.954729822,-1.162809065,0.428003274,0.885524196,-0.358994981,0.631336259,-0.277505643
0.278814922,0.52421543,1.302635227,0.746621577,0.665349453,-0.64450884,0.009604498,2.25442406,-1.25917913,0.56391688,-1.180981262,-1.508022452,-0.119522685,-1.068351126,-1.008113904
-0.007662148,1.246450965,0.210527332,-2.7179823,-0.241828221,1.809341644,2.449206261,-0.766051674,-1.31950398,0.370744528,-2.871678895,-0.179327248,0.201306642,0.36000896,0.696941398
-0.40795791,-0.123457919,2.079052355,1.374209902,-1.136584681,-1.431093858,2.426563891,-0.533785673,-1.318050142,-4.864322661,-1.160350674,-0.015060585,0.158917661,0.564446654,0.390363222
0.020398809,1.419016462,-0.493746956,-1.493469865,0.147964458,0.546763348,-2.730572882,-2.463652625,-1.282393125,-0.955405202,0.587220415,2.17695859,0.12655421,0.109949361,-0.060775068
0.207894359,1.370504515,0.19370041,0.813155839,0.557603394,-0.065985059,2.796339215,-0.744616488,-1.343328812,1.606036605,0.380314863,0.358245976,0.01532452,0.40985651,0.474729754
0.552714942,1.953922767,-0.380949303,-1.151529888,2.318289139,2.39225091,-0.789106949,3.141572516,-1.425397525,-4.782571316,-0.467425864,-0.227941593,-0.17817873,0.687800671,0.236291475
-0.049911398,0.645524397,-0.441049741,-3.013310363,3.551138295,-0.178809624,-3.117186604,-3.038319431,-1.303335175,2.452408541,1.121686371,1.146377058,0.055948087,-0.14143627,-0.828191489
-0.007050536,0.776205765,1.353816542,-0.06295788,0.024977862,-2.289574939,2.708204366,-0.83208933,-1.17710356,-2.193125056,-0.00920408,0.221267235,-0.169463304,-0.005976426,-0.292512697
-0.129411394,1.081088842,0.259503002,-2.64345262,0.824540354,-0.196282393,0.84554662,-2.546197073,-1.162527251,0.538487693,-0.931439033,0.215149587,-0.135101676,-0.310915555,-0.295494414
-0.144875307,0.212174533,-0.171758395,-0.766372373,1.385008661,0.304473722,3.141590136,-2.569577858,-1.051770511,-4.801095406,2.374298166,-0.322960784,-0.295554642,-0.848956052,-0.670991488
-0.164465634,1.398246877,-0.280405875,-0.465002942,0.443266838,0.153846549,1.417639604,-3.027183661,-1.212396095,1.398559116,-2.826420495,0.488323347,0.125123715,0.36578188,0.697574844
0.043458987,1.562745825,0.163385884,2.593947197,-0.499219643,0.310376383,3.057952578,-2.812973283,-1.561413463,-5.586700749,-1.413851201,0.990851903,-0.310685346,-0.073591429,-0.586067808
0.251725627,0.625109858,-0.218866384,2.053920279,-7.884495124,-1.253203937,-2.35999258,-0.618621926,-1.495402144,-0.211391506,0.232467518,0.083465565,-0.19375857,-0.550963917,1.432332906
-0.12257063,0.344380098,0.054547651,0.536401864,-1.430087901,-0.801041411,2.283872936,-3.058309023,-1.321404559,2.513669137,-0.380451134,1.623186656,0.062913986,-0.524764672,-0.412452025
-0.438610672,0.833106633,-0.578180251,-2.52128353,-0.297044391,-0.286404818,2.907912539,-1.289705111,-1.474365954,0.445528628,-3.640863173,-3.155851319,-0.345191773,-0.274819983,-0.009930037
-0.732867498,1.307688577,-0.231743203,2.891823418,-0.58442805,0.18151055,-1.180353458,-0.788416221,-1.484575446,3.195627678,0.164091555,0.308673535,0.135622674,0.141569935,0.238828828
0.378703166,1.078140161,0.018514821,1.769353916,-0.23538168,-1.562534707,1.095892745,-3.093120254,-1.346961579,3.795249737,-0.944660139,-1.457586614,-0.836725817,0.121814853,0.474514204
-0.350431441,0.675784374,-0.101765162,-0.480111647,0.625212165,0.077011305,-1.889140491,-2.65773314,-0.61310596,0.293185294,1.321459815,-3.311928879,-0.724087922,0.635489203,-0.700402613
0.412164811,1.302331045,0.398478381,-0.107493416,0.414434787,-0.419412429,0.500796722,-0.797400425,-1.322949913,1.459751058,-0.459676461,0.642463418,0.141004136,0.044094157,0.73506077
-0.195674408,2.039288228,-0.160406284,-0.132353513,1.209038362,0.70383448,-1.266894753,-0.864138168,-1.46102837,-0.455588585,1.691540349,1.071370341,0.61593165,0.095467075,1.150328314
-0.206108797,1.168323096,0.571789327,-0.849299038,0.767676195,-0.615721077,-2.347798315,-2.781651872,-1.211564345,-2.139836821,-0.633748025,-0.138256525,0.258173104,-0.311777168,0.876329698
-0.475810186,0.740534946,0.268943966,0.898854199,0.361773879,-0.860902998,3.141590136,0.394006297,-1.051180669,-2.749637866,2.279252602,-0.330032589,0.265276499,0.632614168,-0.531936403
-0.116068526,1.637896129,0.064566323,-1.611988526,-2.204066874,0.556411307,0.562074071,-1.137504411,-1.443795015,-1.463348917,5.337826209,0.801088895,-0.314319266,-0.357892478,-1.687276396
-0.399900024,1.773390307,0.072716048,-0.017183349,-0.032650322,1.852355024,2.899390271,2.984586031,-1.196530348,-0.896325748,-11.09219352,-0.347647868,0.193109948,0.959758386,0.195968454
-0.483844345,0.765754915,-0.159113786,-0.13951102,0.478182428,0.107946874,-1.555608523,2.406391903,-1.415199553,-2.411667031,0.882370024,-0.389919561,0.097747935,-0.005415041,-0.616289953
0.157485394,1.53517181,-0.314622415,-2.724440361,6.4728503,1.216391969,0.076125354,-1.960716873,-1.498673077,-1.143067274,3.923964075,1.826770152,0.48245876,0.342210159,0.372322671
0.034955007,1.026418686,0.693519573,1.182494683,-2.392992942,-1.256955252,0.254016273,-1.245288806,-1.465224665,2.3863478,-0.238624957,1.052017384,-0.037087527,-0.401006294,0.455693877
0.07815489,1.12048024,0.435808139,0.722708357,1.375123869,-0.053349701,-2.943451386,2.126501717,-1.375741246,0.858746474,-0.246612729,-1.083186636,0.058381983,0.102201928,0.459980458
1.974486734,0.317602236,-0.248336395,-1.243579814,1.009014596,-1.368478445,-2.808913607,1.974666917,-1.15826331,-0.051031176,-0.021755616,0.700197242,-0.831773507,-0.385415464,-0.193168969
0.591318952,1.005151149,-0.136290341,2.145522212,0.000654508,-3.82852096,-0.438116629,0.524605544,-1.181695424,3.184060075,-0.887912512,3.140453136,-0.170169293,-0.549359052,0.393186533
-0.367774062,1.623385053,0.256036577,0.139770771,-0.300657716,0.743621043,-1.68326507,-3.069508672,-1.507134066,1.699865746,-0.465504182,3.607175383,0.362529117,-0.178338167,0.806911677
0.27451874,1.191430769,-0.393675402,2.03761249,-3.301755877,-1.092905621,-1.868714793,3.141572516,-1.319254576,0.23660488,3.166051381,0.861595018,-0.547820124,-0.12582854,-0.445864122
-0.075026939,1.741150153,0.002172177,2.113475899,-0.654356729,-1.096562971,2.730268582,-0.387498758,-1.394696732,2.905414767,-1.168358281,-0.294763509,0.186096573,0.081513228,0.400830947
0.20774378,1.391618978,0.243468312,0.370644926,-0.499240362,-0.248006102,2.540658526,-0.892822103,-1.345681437,-0.218621119,0.567218165,-0.175224422,0.793609087,0.30173192,0.599471918
-0.136462904,1.144255409,-0.140057118,2.405960576,-1.635379593,0.231670622,0.539893305,-0.639308001,-1.189178217,3.222481809,-4.517472352,-0.38147076,0.004520353,0.200537621,-1.417633666
0.126026525,1.350677639,0.167208541,-0.554738304,5.105641647,-0.025570245,1.287552032,2.754441121,-1.129719301,0.158573325,-4.331188385,0.716968666,0.09550441,0.120965376,0.274190178
-0.546511786,0.65867551,-0.778346112,-1.262305624,1.43195708,0.697258679,3.141590136,-2.895241854,-0.905562744,-2.113936208,1.042909906,1.023665121,0.438544494,0.418136488,-0.617760783
0.462658382,0.798988492,-0.457568429,-0.763749781,-0.259518248,-0.083130277,2.067309161,-3.035464043,-1.425546547,-0.957144122,-0.438246862,-1.628162149,-0.101162317,-1.046871384,-0.61234223
0.045794845,1.490939183,0.071852842,-0.673278835,-1.625830354,0.05017463,2.963834779,-2.920375613,-0.956058752,-0.552589522,-1.550443745,-0.075952891,1.319043321,-0.043502944,0.566816854
-0.271091593,0.250329663,0.001857554,1.550321151,1.358354855,2.458292421,-2.946320832,2.37869016,-0.869991023,0.016204371,-0.159525515,-1.665388997,-0.245273664,-0.786982352,-0.453220877
-0.250663502,-0.400913698,0.395246647,1.534642223,-4.133267089,-0.936880627,-2.89029217,-2.804631678,-1.299899267,-0.596500729,-0.6965694,-0.019178074,-0.134606521,-0.052364423,0.441922299
-0.211396508,0.351939459,0.091216103,-0.700402361,-0.889661217,-0.797482597,0.397692492,3.071069123,-1.32479833,2.470923042,-1.850275307,-1.211540441,-0.396449573,0.329432613,0.103679106
-0.043972143,1.334396126,-0.100458973,-2.461980943,1.610477714,-0.060757899,-1.62357333,-3.141548502,-1.241548579,-2.047798957,1.076439796,0.957988127,0.117983948,0.504761186,-0.259933353
-0.052708397,1.959253136,0.436437669,1.816703234,-0.272975306,0.111718788,-1.928485306,-0.314394233,-1.201680962,0.693685172,0.315805089,0.317086649,0.428434406,0.820680613,0.585810417
-0.211159745,0.9120629,0.226729185,2.582873146,-1.209485146,-0.650685003,-3.141573428,2.766626729,-1.391977902,-2.754602152,-2.003347015,-0.339956652,-1.567664472,0.667965172,0.228348743
0.475676988,0.441203902,0.137948873,1.95253189,-2.175566034,0.450734142,-0.382462619,-0.572164224,-0.664015107,3.609858206,-1.970569894,0.065917686,0.061317624,-0.087428997,-0.030686638
0.498211946,1.44442555,-0.969836571,-1.647183952,1.104318262,0.227712347,0.967583089,-1.993945397,-1.219795214,-0.458913373,2.857060573,2.589311718,-0.373462155,0.518246688,0.237167018
0.065021601,0.312124233,-0.407031131,-1.49281064,-0.686856963,-0.019881093,0.685132568,3.11470558,-1.216710448,-0.12820986,-1.307738516,-0.45889697,-0.302186434,0.213715029,-0.801063707
-0.879118057,0.726353864,-0.394834514,-4.805337379,2.027403835,-0.570918415,-1.114703424,-2.542349964,-1.092714098,1.324384143,0.257829518,-0.172535037,0.548286825,-1.007815293,-0.819706044
0.445481968,1.46815233,0.021897735,0.12767461,-1.184645719,-0.137203489,2.069169981,-0.699122081,-1.295448979,-1.140468521,-0.947094204,-1.896349749,0.050851459,0.758124345,0.084657299
0.131901732,1.087760353,-0.543911401,2.850784911,-0.555005156,-0.088823034,-1.098593721,-2.584557293,-1.525654201,2.285026649,-0.422750626,-0.780957193,-0.004438036,-0.630990541,-0.541111475
0.321614021,1.174137659,-0.346038529,0.084323529,3.10245362,2.103439514,-0.105822413,-0.10775532,-1.280526051,-1.835929008,0.625205579,1.151418192,-0.005362518,-0.644194846,-0.140703942
0.5806938,0.848298251,-0.004899923,-2.19014052,-0.026098374,0.55832464,-1.278689753,-0.213092017,-1.380840308,3.184230409,-0.155331076,-0.422989891,0.080050211,-0.083240663,0.26861429
-0.100846105,0.335502208,-0.032124079,1.757075012,3.897673877,0.364142392,0.153467237,2.732380657,-1.153667772,1.937191441,0.650957492,-0.112740627,0.037995496,-0.19648071,-0.299957312
-0.015665512,0.878509587,-0.147876321,1.392814289,-0.086231965,1.750926708,-2.855495782,-0.624063833,-1.32478072,0.593374127,0.288423931,1.082043444,0.55101965,0.386156324,0.648988815
0.163512447,1.7350588,-0.527442021,1.305231274,-1.286254781,0.902340417,0.394681258,1.602948275,-1.176091161,1.624166354,0.543966231,2.368887813,-0.321758506,0.053219,-0.299304856
0.583734926,1.108637345,-0.15844429,-3.092253206,-1.052256163,-0.03662722,0.044703392,0.130504779,-1.339648793,1.34659671,-2.825098132,1.293643931,0.246990439,0.17240395,-0.369068387
-0.53364943,1.093895815,-0.290868231,0.318409781,-1.382233335,-0.052973384,3.141590136,1.709354814,-1.237156797,-1.077369376,2.539417504,1.797891093,0.532510423,0.193904587,-0.422316006
