accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroRotationX,gyroRotationY,gyroRotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ
0.493964833,0.479079045,0.109216184,0.671007994,-2.333277651,1.080584069,-1.08006131,1.811102258,-0.541051049,0.654630964,-1.01734466,0.994129346,-0.130952313,0.567622866,0.006681584
0.909507224,0.355092113,-0.116241295,-0.241091319,0.004912192,-0.483022749,-1.671790555,1.430851817,-0.554919247,-0.218063772,-0.005680677,-0.509480829,0.074725463,-0.040124254,0.003645788
-0.003412251,0.950865402,0.026132326,-0.048750776,-0.169653091,-0.462568288,-1.10756682,-1.041195261,-1.386770829,-0.103584147,-0.127625733,-0.422966415,0.214750307,-0.020738648,-0.027755853
0.950306408,0.883101992,0.18987581,-1.75876448,3.063633848,0.969166246,2.944073495,1.627745661,-0.615809472,-3.070026345,2.582293417,1.544076884,-0.005812934,-0.114527101,0.2218251
0.905752479,0.602956245,-0.085884879,2.05889366,-2.838454764,2.37484218,1.731254327,1.421077665,-0.766890037,1.563561088,-2.358813953,2.895456174,0.0636319,1.359538976,-0.003826388
0.617045652,0.3681425,0.222872054,-0.035141149,0.167213006,-0.203345251,-1.477965255,1.730293155,-0.525794568,-0.105891086,0.134884322,-0.251081865,0.034335584,0.017605954,-0.103944312
0.165608985,1.045229935,-0.122286014,1.457973429,-0.866736388,-0.093535591,-1.11692656,0.178130838,-1.335213256,1.774240802,-0.896234877,-0.093702899,0.091634949,-0.049161981,0.038040029
-0.109069833,1.040348759,1.117449311,0.623834356,-0.103361716,-0.262624095,-3.036891388,0.212800368,-1.483837001,0.581470589,-0.255825655,-0.250532248,0.345981857,0.052248536,0.752220286
0.064278231,1.033374705,-0.135837276,0.112006664,1.064058456,-0.454488891,2.423770276,0.163762833,-1.347775037,0.209139271,1.152195817,-0.408894211,-0.023903206,0.011785202,0.00306343
-0.105691417,0.616105403,-0.327974043,1.871339901,-1.87913566,0.007403807,1.456236581,2.10909762,-1.48724216,2.071047491,-3.152951321,-0.194444324,-0.211015189,0.825707357,-0.204891362
0.569163773,1.060283104,-0.142484058,0.686242024,-1.554196274,-0.580933987,-0.803503001,-0.091657148,-1.31666979,0.37526173,-1.469246167,-0.302152301,0.433561407,0.119237956,0.279475539
0.694499719,0.639038023,-0.189242957,-0.526987413,-0.218969214,-0.116464181,0.953437079,1.46144366,-0.795750741,-0.487905315,-0.237986369,-0.096483022,0.001595032,-0.055075929,-0.082324817
-0.165280356,0.246258592,1.039093352,-2.114768884,-0.866582608,-0.485605988,3.002454741,-2.738676488,-1.017092713,-1.011110218,-1.772286729,-0.312540016,-0.034464409,-0.594362278,-0.102386117
0.057662844,1.004839895,-0.091862471,0.036017485,0.075323967,-0.00201903,0.078645465,0.439204004,-1.433885161,0.036343531,0.072936567,-0.002576814,0.006748128,0.003306287,-0.00596135
-0.182824854,0.982882828,-0.318423104,0.996445403,-1.365862011,0.530777431,1.812369007,-0.866834668,-1.158626011,0.801419916,-1.412122565,0.631035971,0.629325373,0.056002736,0.066911113
0.237117445,1.057087113,-0.274953844,0.622430594,-0.131902881,-0.148470631,-2.797503806,-0.491371674,-1.361716989,0.487977931,-0.05562423,-0.077084077,0.12403799,0.031657084,-0.042248677
0.0220884,1.029375117,-0.200321073,1.233449782,0.426523012,-0.360078901,-3.132654116,-0.136852981,-1.394097061,1.43855719,0.380584997,-0.290578102,0.071224527,0.034840376,0.102663276
-0.175760177,1.10246463,0.128816979,0.81205616,-0.007165475,-0.846425466,2.097033422,2.310793124,-1.438525464,0.939562611,0.083893145,-0.693290611,-0.194351583,-0.07748425,-0.120138836
0.04640443,1.128248858,1.057986399,-0.257815646,0.134294581,-1.222547203,-0.806593837,0.808718463,-1.396183348,-0.056894361,-0.048141814,-1.041776021,0.306578701,0.27330994,0.404164679
-0.039650975,0.394458204,-0.128966986,-1.591704266,1.806716181,-0.665012406,1.433073924,-2.859083328,-1.282035238,-2.099498298,2.010621398,-0.738153033,0.328778274,-0.148482748,-0.470074615
0.041587259,1.047924631,-0.117053663,1.883650086,-1.262951295,0.138137345,1.410231391,-0.977853887,-1.357917086,1.800308134,0.007239026,0.034560519,0.171059202,0.081586,0.087910068
0.780866438,0.553362064,0.16751556,-2.030244915,1.31658945,2.561148206,0.572783678,1.477872721,-0.677140743,-1.427041978,0.336617405,2.227266696,0.105439394,-0.061335813,0.031610545
1.733425627,-0.101206723,-0.059430932,-0.109973036,-0.863336292,0.243053261,1.6174759,-0.50807858,0.33170226,0.232150297,-0.24380589,0.052873516,1.093975507,-0.026892068,-0.146131445
0.150334204,0.867132624,0.116607287,0.287493764,-0.135174949,0.957516467,3.05360794,2.346623938,-1.349951381,0.516155718,0.584163958,0.706911971,-0.206540111,-0.229169342,-0.194052493
-0.044093934,1.049989276,0.053126872,0.73536034,-1.534449779,-0.307909019,1.175371576,-1.082282734,-1.388486769,0.438678195,-1.203351258,-0.584940958,0.038075895,0.025915594,-0.023654672
-0.064992332,0.973894288,-0.095821235,0.665608371,0.878025534,-1.080825591,-2.685709483,-0.385234844,-1.42313681,1.152234942,0.950149718,-1.028856774,-0.080677418,-0.040010442,0.030542783
0.067398015,0.86712416,-0.143651385,0.707103625,0.273424725,-0.25111251,1.853098975,1.265488666,-1.322337578,0.508408999,1.21708765,-0.220972473,-0.227490479,-0.145404294,-0.07347389
0.032652156,0.918623422,0.096966365,-0.273326182,1.569994158,0.111893785,1.885836246,1.155221497,-1.48220933,-0.270643391,1.179244769,0.124930642,-0.002500927,-0.005992472,0.430515133
0.405323047,0.838893853,-0.396199245,1.880281886,0.664120689,-0.995393161,0.612746166,1.38162847,-1.448502109,2.644901691,-2.552329892,-1.034488168,-0.046983643,0.205502367,0.059332397
0.300578911,0.839568116,0.017156942,1.031605182,-0.817544878,-0.854345183,-1.396768589,0.196634258,-1.444235329,1.605958632,-0.912377062,-0.760476238,0.428924449,-0.07546598,0.150538633
0.769236453,0.717967082,0.230129759,1.462122727,-0.028614621,-0.404095102,-2.967257131,1.371428271,-0.686013615,1.506765921,-1.153586257,-0.416628074,0.148615268,0.049828564,-0.034812384
-0.093536187,1.187433489,-0.192262089,-2.932517412,0.946221303,0.250395274,-1.285316812,-1.032489814,-1.334172101,-2.549528911,-0.12160082,0.421635675,0.087162277,0.250425216,0.026074966
-0.312243125,0.06988853,-0.121472672,-1.924915727,2.37394821,-0.311175751,2.293207249,-2.885547931,-1.017057778,-1.564612837,2.205096173,-0.590603062,0.034765633,-0.680721902,-0.515260194
0.246596944,1.106276143,-0.194461537,0.372538327,0.160945323,0.449001965,-1.458416715,1.623482379,-1.272848649,-0.315538107,0.537324145,-0.0772396,-0.280233919,0.168434327,0.16735723
1.027566147,0.612522447,-0.22802771,1.063548793,-0.618094537,-0.37483624,3.001753467,1.366828465,-0.664910426,0.97582321,-0.520687335,-0.337793895,0.183049335,0.024411274,-0.086034927
0.961822501,0.277532229,-0.019696486,0.082572216,-0.526945654,-0.741895652,2.892061778,1.518993974,-0.60152765,0.037526746,-0.463073891,-0.731087932,0.174043662,-0.137664753,0.039826744
0.383414412,0.700502564,-0.26194732,2.863621759,-2.646557203,-0.553145461,1.400384926,-3.009075825,-1.372975509,2.957141045,-2.093698698,0.108404549,-0.038900289,-0.153950559,-0.374915522
-0.138634095,1.112548416,-0.130569887,0.228647471,-1.007791309,-0.169522534,0.462688944,-1.203013847,-1.317426481,0.292301768,-1.058160837,0.058511516,0.388202241,0.070929621,-0.348384972
1.048322958,0.472730111,-0.09216977,-0.685141769,-0.552731783,-0.95210484,-0.498430626,1.678736907,-0.567895257,-0.263258593,-1.146284976,-0.893245762,0.159556758,0.148491651,-0.113893751
-0.141620067,0.928304243,-0.092757509,-2.626603402,0.016932037,0.531528382,-0.922277644,-0.314059726,-1.323295162,-1.172562886,-0.108864874,0.564673794,-0.055135233,0.680651412,0.37726673
0.45157788,1.464010898,-0.511127832,1.04927941,-0.278097721,-0.114707282,0.221285611,1.873490262,-1.175744353,1.009301458,-0.650989588,0.002534434,0.097189067,1.237603486,-1.029824636
0.078196566,0.798210101,0.046949592,1.658801104,-1.276169214,0.267925012,-0.197461647,-2.305735899,-1.493072942,1.721149778,-0.816381132,-0.090351245,0.393280549,0.005066383,0.096989035
-0.229709915,1.292157365,0.022702987,-2.953528199,-0.337284506,0.402806992,-1.711624591,-2.382215533,-1.479005671,-3.475658561,0.149673398,1.07798883,0.018320365,0.999859072,0.208565284
-0.786383411,0.146870014,-0.303074025,-0.381145511,-0.430779937,0.925720002,-1.61681799,-2.691432662,-1.13964374,-0.79186745,-0.332245019,-0.443015589,-0.159214684,1.106920132,0.150632582
-0.009308558,0.963905485,-0.245386269,-3.551570975,1.669318574,0.323342222,-1.386480028,-2.321514171,-1.485757526,-3.207213643,0.04436866,0.952421767,-0.176596868,0.551686614,-0.301172492
0.708655806,0.435016494,-0.065829371,0.028530203,-0.115477159,-0.017851501,2.42722514,1.71285792,-0.50164011,0.008562338,-0.115222384,-0.090276491,-0.226273216,0.157828158,-0.076658116
-0.02558527,0.980433702,0.130614486,0.028544948,0.005029763,-0.004743685,1.799261631,-0.867126479,-1.431017291,0.016996639,-0.002910673,-0.023634032,0.044339157,0.001862647,0.038327284
-0.123925705,1.30087387,0.251330018,0.571442746,-2.05764688,-0.500347635,2.557110408,2.298499064,-1.264956146,0.719894594,-1.339508962,-0.669809713,-0.044683652,0.434558951,-0.387027776
-0.579429073,2.323729248,-0.249331413,-2.969285583,2.752158435,0.398096642,1.126650626,-0.615524149,-1.385814275,-2.465391845,0.411123275,0.386671627,-0.069910443,0.669926353,0.041309538
-0.112545904,1.083423299,-0.320567649,1.499743305,0.507792166,-0.793436502,-1.642607323,1.512650344,-1.304719126,1.281371649,0.25648881,-0.772912253,-0.602333026,0.148737517,-0.404133144
0.125300649,1.063824946,0.004523303,0.518044219,-0.517138909,-0.703570197,-1.031574714,-1.674347219,-1.533300474,0.531608318,-0.590188549,-0.788388655,0.152062102,0.063647162,-0.180747539
0.075069948,0.898311109,-0.119343373,1.309093619,-0.323500413,-0.061725647,1.911653341,-0.713877941,-1.404795013,1.246432705,-0.287202683,-0.269641824,0.104517434,-0.07188648,-0.028415334
-0.004494886,0.770505272,-0.042674436,1.398942175,-0.343034829,-1.274453195,-0.479050325,1.063775776,-1.427550679,1.342214345,-0.31103577,-1.140288848,-0.090856283,-0.253266898,-0.09893184
0.506114318,1.326344958,0.109516521,-3.514587529,3.382442826,2.202650978,2.014460946,1.340082499,-1.470585523,-3.466767799,3.32363641,3.121800805,0.453125132,0.144618393,0.280722416
0.625936185,0.790779982,0.239724612,0.030725959,0.070212889,-0.047597527,-2.700571159,1.71610594,-0.837013877,0.033894936,0.072044917,-0.02187648,-0.222262925,0.016310265,-0.092266311
0.035921099,0.909172674,-0.106286714,-0.640320605,0.614750357,0.317290666,0.185857335,2.360291775,-1.255149736,-0.636010801,0.435368794,0.34064135,-0.037374933,0.003743306,-0.183169457
0.692396312,1.129110869,-0.394843393,-1.86467312,-1.674005406,1.61200188,3.047586846,1.653697061,-0.787123855,-2.169004082,-1.701120987,1.744460211,-0.42689873,0.674055326,-0.292819035
-0.095936723,0.766202947,-0.096764856,-3.012533291,1.182058634,0.503975928,-0.218119253,-2.872204069,-1.253438948,-2.202821791,1.183924093,1.165338234,0.303584491,-0.068630543,-0.41416155
0.074495285,0.82531368,1.341653719,-1.120398164,0.194180918,1.127862766,-1.742561642,1.818637915,-1.395995441,-1.046067088,0.303564058,1.051525599,0.055807842,0.045071986,0.88768346
-0.080140113,0.998445802,-0.0161098,-0.002284382,0.010548447,0.026515564,-0.975275254,-0.47663073,-1.413350202,-0.017884488,-0.009860637,0.01699089,0.003109324,0.000388925,0.093442141
0.800994087,0.56452261,-0.125453853,-0.217761741,-0.080941011,-0.296571924,1.77166599,1.568874547,-0.689393736,-0.355760497,-0.09435119,-0.320552856,0.108948827,0.103090167,-0.153806404
-0.079021286,2.058726782,0.284573182,-1.937902509,-0.753797548,2.275649687,-2.393708882,0.929034706,-1.477097005,-1.306005461,-0.850934978,0.759993367,0.069090217,0.763590343,0.306756356
0.623397262,0.836682422,0.117389376,0.770145888,0.621214458,0.158022006,-1.851021367,1.880988906,-0.563087774,0.722739057,0.576059793,-0.076856766,0.029204562,0.006845332,-0.18770706
-0.228838425,0.970293408,0.329074897,-3.223283114,2.993509455,0.364928893,1.930975639,-1.175888925,-1.329587952,-2.386501576,1.159483997,0.31992057,0.056826314,0.098723589,0.011973347
0.643432124,1.054548814,-0.215318448,-0.371846361,0.906492996,1.284358812,1.253339053,-0.728236447,-1.24845029,-0.188053045,2.462834257,1.064692033,0.654384121,0.193133113,-0.13717197
-0.152712644,1.05673741,0.544739773,1.267068255,-1.510861211,-0.117819016,-1.859124381,2.254869563,-1.417742,1.259306836,-1.503151864,-0.354357372,-0.098740506,-0.025056986,-0.246654098
0.201859587,0.885783054,-0.191602572,-2.047521555,2.50578822,-0.758268264,-2.698905608,-0.07347486,-1.27199137,-2.373191567,2.328103011,-0.783280061,0.358691853,-0.136327522,0.275123324
0.710961891,0.539951651,-0.058782679,0.691495527,-0.337644679,-0.279662735,1.878728702,1.495354797,-0.691739768,0.787214734,-0.365788231,-0.255894638,0.042090143,0.103061606,-0.101343241
0.823298751,0.634194662,-0.296067367,-0.70057096,-0.98441227,-0.610870629,1.457657385,1.372563898,-0.748378207,-0.527135994,-0.808209636,-0.559296457,0.025555517,-0.165290297,-0.079916467
-0.138985883,0.827166946,-0.247403683,-3.300163126,2.874431928,1.081975103,-2.468205479,-0.354875501,-1.37095834,-2.720515112,3.688470192,-0.162289889,-0.027239532,0.000228018,-0.013192755
0.066239894,1.066421295,0.035373868,-0.070499356,-1.022076649,-0.280281221,2.16036205,-0.183998552,-1.275510905,0.15088794,-0.169287,-0.181889595,0.06152154,0.168729047,0.221104083
-0.06294055,1.040985718,-0.116193827,3.338733775,-1.148314775,0.149078503,0.587011201,-2.822462103,-1.292005526,2.964569015,-1.887053609,0.504762397,0.387421396,0.843320208,-0.359369238
0.119873056,1.095046264,-0.069694334,0.975278504,-0.602618279,-0.246940031,1.301543664,-1.011412274,-1.401323977,0.915260159,-0.461264413,-0.31786326,0.321271116,0.147976437,0.159005528
0.082751845,0.810977618,0.023862118,-2.837535876,1.755110465,0.214865177,2.305328058,0.733662564,-1.36621542,-3.672319327,2.79842502,-0.474458509,0.043639481,0.10112217,0.000322894
0.082564354,1.01909077,-0.142332539,0.413022546,0.21937033,-0.556167903,2.691026187,-0.061880345,-1.278269886,0.345857108,0.170360632,-0.480436531,0.383363088,0.16214536,0.415734781
-0.003574762,1.343245922,-0.192941845,0.057676752,-0.327264073,0.29330558,2.519827778,-0.497798836,-1.278697567,0.29929017,-0.838053023,0.035863538,0.249489841,0.281720578,0.045019663
0.625046481,1.029614685,-0.189631045,0.240936997,-0.479408173,-0.450347867,2.219959844,0.96206133,-1.307583471,0.128665229,-0.128447527,-0.487298602,0.598875688,0.053115189,0.356758792
0.178586812,1.146958513,-0.060599818,0.562572393,1.895460291,-1.055019906,-0.543257365,3.12032663,-1.534811084,0.218248931,1.949591435,-1.247887931,-0.2208789,-0.086141835,-0.150026169
-0.021431582,0.619156644,-0.00865355,-0.499134772,-0.45021752,2.073646677,1.591700335,1.889810307,-1.438740485,-0.94416247,1.48145301,0.815731167,-0.16823662,-0.11391616,-0.175347577
-0.077525811,1.44221124,-0.29213131,-1.833786741,1.43040882,-0.530771653,2.833648079,1.412178204,-1.400106597,-1.523730578,0.150316823,-0.683642302,-0.29847772,0.494429641,0.36188221
0.266495352,0.447591888,-0.466861795,-0.068020979,0.471371175,-1.145739834,1.91404116,0.481915793,-1.049880189,-0.093972551,0.42611979,-1.266859811,-0.142892127,-1.008697078,0.109570305
0.085098495,1.202658125,-0.288451088,0.202953054,-1.221984407,0.243179981,-2.021159207,-0.310852081,-1.219276318,0.033291325,-0.945572755,0.092379841,0.281387209,0.293614789,0.078287822
-0.063631497,0.977623636,0.054252869,1.802552622,-3.294835607,0.069076046,-1.095946422,1.995082147,-1.387499474,0.843631241,-1.287963125,0.211635188,-0.263214725,-0.204306045,-0.118730149
0.088090156,1.181248221,-0.036461303,-1.879036079,-1.948034624,-0.007491664,-1.253057222,-0.265344853,-1.256041898,-1.594930112,-3.998890838,0.610809375,0.251239792,0.558337334,0.428699225
0.774929463,0.43105144,-0.19229397,0.771656278,-0.212085548,-0.051570658,1.822428482,1.48598712,-0.632573802,0.753272192,-0.370232811,-0.152397265,0.2351963,0.007101512,-0.011512145
0.516356253,1.003196823,0.143450621,1.382890017,0.778272418,-1.019676361,1.842957598,0.265996637,-1.446729526,1.122541725,0.250364435,-1.209985286,0.628340866,0.051023472,0.292219743
0.648202798,0.670215664,-0.120890918,1.038983342,-0.204551737,-0.383130161,1.38763973,1.428120002,-0.714041913,0.749816666,0.297644035,-0.326595135,0.061337646,-0.153220128,-0.120309395
-0.062911144,0.685632271,0.054078569,4.127781139,1.616557701,-0.351740498,-0.805294618,2.451852725,-1.436300371,3.495569118,1.72885601,-0.050828734,-0.158778066,-0.058612201,-0.061469717
0.157217062,1.065748251,0.662277994,2.538705792,-1.747270514,0.260789517,0.518655087,-2.785191896,-1.380891073,2.495440341,-2.12931692,0.191036267,0.022420641,-0.120848505,0.554723789
0.243108134,1.808828485,-0.139121704,-2.991345455,2.550632997,0.419274851,-1.623398286,-1.299998571,-1.482108769,-3.154867216,2.605306127,0.258727418,-0.102896096,1.225375896,0.074384657
-0.162582896,0.368905739,0.190428706,-0.365994186,-0.889022723,0.193097781,2.754664397,-2.787334607,-1.082237107,-0.12237757,-0.711883005,0.143989944,0.188861652,-0.44379944,-0.588968243
0.811341789,1.24870257,-0.309554213,-1.040369877,-0.221693153,1.540314154,1.399826811,1.444438859,-0.639706079,-1.750694253,-0.980775334,1.998991196,-0.038572914,0.901121904,-0.232388441
-0.184678582,0.266175016,0.19734019,-2.93588194,4.703467578,0.284131757,2.654612707,-2.796374126,-1.139688245,-2.762023192,-0.080071111,-0.298286529,0.064035571,-0.409383575,-0.534826796
0.10035,-0.071193417,-1.047553038,2.678563371,-3.118838003,1.25512594,1.772720878,-0.234453234,-0.109491573,0.627745274,-2.786951468,-1.301100323,0.253768992,2.460927131,-0.308329917
-0.076141967,0.238929334,0.35228787,1.021488385,0.901998914,-0.918658933,1.680857653,1.855166893,-1.107188407,1.079503444,1.091487109,-1.093288851,-0.139539462,-0.506438769,-0.039473
0.070055548,0.755053845,-0.200759885,0.524492548,-0.27697141,0.174221227,1.30937821,2.160003652,-1.34113084,0.600306243,-1.288475876,0.296349796,-0.093964777,-0.271682182,-0.281317804
0.049300887,0.949319386,1.200768384,2.808975796,-2.648164985,-0.078467113,0.072908398,2.884876252,-1.404101069,2.988973509,-2.755497082,0.199020823,0.013469503,-0.338160545,0.16546925
0.814690872,0.29931937,-0.087451673,1.313562936,1.972109919,-0.763933491,-2.725841858,1.619060939,-0.559128764,1.487209264,2.128133989,-0.843763672,0.069817287,0.079439573,-0.285155049
0.910852002,0.965946349,0.018122214,0.631942375,-1.633866854,-0.261975998,1.218838462,1.585376529,-0.526307805,0.810838309,-1.307051189,-0.335600012,0.068046863,0.465941493,0.038671937
0.719288094,0.557343918,-0.007296864,0.890104806,0.723539806,0.330089846,-3.011018407,1.711029079,-0.521902333,0.754824171,0.406173589,0.260606619,-0.162195071,0.118490522,-0.248670017
0.189859609,1.418689023,-0.338914124,-3.274263605,1.533858334,0.46417761,2.939131641,-1.812192112,-1.501921611,-2.491476187,-0.028756652,0.471192783,-0.084956218,0.62345445,0.218405376
0.324220433,-0.00311623,-0.165286353,0.04979409,0.043482121,-0.002479819,2.783523913,-1.410720293,0.985584896,0.018427204,0.063463178,-0.00122713,0.391980437,-0.009476278,-0.158407401
-0.174523601,1.303809474,0.255250164,-2.776831724,1.337983934,0.508203494,2.918387049,1.704694596,-1.263106932,-2.942307439,2.956051911,0.395387749,-0.539890292,1.307625242,-0.029826108
0.097128379,0.832785659,-0.071711617,1.889673273,0.194757306,-0.257696121,2.999385681,-0.377059973,-1.513952063,1.768928381,-0.859781064,-0.604476238,0.139395589,-0.007338669,-0.105784892
0.736615769,0.704009335,-0.061976697,0.210324395,-0.342669378,-0.408484924,-2.277611394,1.46469028,-0.731821536,0.108107559,-0.561912611,-0.487932268,-0.122653909,-0.013834805,-0.128247481
0.457693453,1.511975946,-0.513246593,2.053334813,-2.318596487,0.886121988,1.213032503,-2.994584323,-1.273985801,1.692141524,-1.690845214,1.579647973,-0.168721977,-0.602148908,0.215945885
-0.196177265,0.489239285,0.344266544,-0.955126306,-1.127840206,-0.54986846,0.152397638,-2.775437673,-1.090841455,-1.218202096,-1.048691804,-0.758518603,0.028107012,-0.366222344,0.199116459
-0.06432398,0.752339461,-0.124451585,1.021149466,-1.247207631,-1.171642085,-0.837184032,2.163726625,-1.318050064,0.683852247,-2.363169297,-1.077850056,-0.22534039,-0.505189873,-0.139860667
0.03457849,0.908719621,0.066208555,-2.277552601,2.072349563,-1.096161038,-1.62055565,-1.366083453,-1.370674509,-2.465249567,1.49834262,-0.786560297,0.358494059,-0.177858753,0.079728483
0.032758868,1.412077874,0.031464719,-0.155315427,-0.442952054,-0.16808281,2.618238743,-0.299126058,-1.227507108,-0.249556715,-1.153315236,-0.244130005,0.271107762,0.330701975,0.28270591
0.140720194,1.329887497,0.302382678,-1.999129412,-1.754894872,2.104862794,2.842606346,-0.589277542,-1.459942239,-1.255929998,-0.900259713,1.985569816,0.080382131,0.212107984,0.309887327
